stimulus;name_stimulus;cropping_percentage;orientation(0:vertical_1:horizontal);image_ref_position(0:right/down_1:left/up);answer;time_reaction;entropy
18750.000000;contemporary18750.png;163.000000;0.000000;0.000000;left;0.567552;7.099637
2400.000000;contemporary02400.png;444.000000;1.000000;0.000000;right;1.441648;7.088141
18300.000000;contemporary18300.png;543.000000;1.000000;0.000000;left;0.925841;7.088019
16550.000000;contemporary16550.png;691.000000;1.000000;1.000000;left;0.928199;7.087743
14700.000000;contemporary14700.png;206.000000;1.000000;0.000000;left;3.143932;7.087102
2450.000000;contemporary02450.png;664.000000;0.000000;0.000000;right;1.774193;7.075963
5900.000000;contemporary05900.png;380.000000;0.000000;1.000000;left;1.633846;7.068896
650.000000;contemporary00650.png;435.000000;1.000000;1.000000;right;1.401972;7.060095
5850.000000;contemporary05850.png;132.000000;0.000000;0.000000;left;2.078382;7.052983
11600.000000;contemporary11600.png;639.000000;0.000000;0.000000;left;1.980205;7.050822
19750.000000;contemporary19750.png;524.000000;1.000000;1.000000;left;3.114261;7.050775
5800.000000;contemporary05800.png;379.000000;0.000000;1.000000;right;1.470521;7.010772
15500.000000;contemporary15500.png;207.000000;0.000000;0.000000;left;3.248520;7.010353
1450.000000;contemporary01450.png;301.000000;1.000000;0.000000;right;1.142363;7.000664
2550.000000;contemporary02550.png;505.000000;1.000000;0.000000;left;1.964498;6.971970
17850.000000;contemporary17850.png;548.000000;0.000000;1.000000;left;1.058576;6.971817
9100.000000;contemporary09100.png;458.000000;0.000000;0.000000;left;1.964408;6.966221
2350.000000;contemporary02350.png;637.000000;0.000000;0.000000;right;2.056621;6.955904
6000.000000;contemporary06000.png;365.000000;0.000000;0.000000;right;2.404494;6.917059
17450.000000;contemporary17450.png;156.000000;0.000000;0.000000;left;5.904913;6.916859
6450.000000;contemporary06450.png;698.000000;0.000000;0.000000;left;1.398786;6.909876
2500.000000;contemporary02500.png;279.000000;0.000000;0.000000;right;2.204943;6.899769
7700.000000;contemporary07700.png;479.000000;1.000000;0.000000;left;0.750887;6.892653
2050.000000;contemporary02050.png;643.000000;1.000000;1.000000;right;3.271380;6.883051
2550.000000;contemporary02550.png;303.000000;1.000000;0.000000;right;0.703087;6.873418
13700.000000;contemporary13700.png;129.000000;0.000000;1.000000;left;0.745268;6.872509
10150.000000;contemporary10150.png;538.000000;1.000000;1.000000;left;0.889135;6.868654
14550.000000;contemporary14550.png;516.000000;0.000000;1.000000;left;0.957138;6.868052
6050.000000;contemporary06050.png;568.000000;0.000000;0.000000;left;0.697127;6.861436
10250.000000;contemporary10250.png;162.000000;1.000000;0.000000;right;0.795339;6.777834
8800.000000;contemporary08800.png;635.000000;0.000000;1.000000;left;3.607553;6.771839
13400.000000;contemporary13400.png;143.000000;0.000000;0.000000;left;2.891316;6.770443
15000.000000;contemporary15000.png;510.000000;1.000000;0.000000;left;2.037739;6.769720
13100.000000;contemporary13100.png;170.000000;0.000000;1.000000;left;1.393610;6.768164
3300.000000;contemporary03300.png;550.000000;1.000000;1.000000;right;3.465700;6.758021
13550.000000;contemporary13550.png;541.000000;0.000000;1.000000;left;3.069942;6.756742
16700.000000;contemporary16700.png;320.000000;0.000000;0.000000;left;5.997877;6.756407
12150.000000;contemporary12150.png;574.000000;1.000000;0.000000;left;4.469947;6.754226
2400.000000;contemporary02400.png;563.000000;0.000000;0.000000;right;1.666275;6.745120
4750.000000;contemporary04750.png;237.000000;1.000000;1.000000;left;0.754166;6.738672
7150.000000;contemporary07150.png;569.000000;0.000000;0.000000;left;1.376120;6.732249
2400.000000;contemporary02400.png;419.000000;0.000000;0.000000;right;0.620449;6.723249
5200.000000;contemporary05200.png;167.000000;0.000000;1.000000;left;1.350061;6.717780
2350.000000;contemporary02350.png;679.000000;1.000000;0.000000;left;1.274347;6.693559
12400.000000;contemporary12400.png;360.000000;1.000000;1.000000;left;2.218580;6.691670
2200.000000;contemporary02200.png;212.000000;1.000000;0.000000;right;0.802468;6.682728
15000.000000;contemporary15000.png;562.000000;0.000000;0.000000;left;0.946520;6.682094
2200.000000;contemporary02200.png;504.000000;0.000000;0.000000;right;1.102865;6.673397
6350.000000;contemporary06350.png;135.000000;1.000000;0.000000;right;1.652544;6.640582
14350.000000;contemporary14350.png;175.000000;1.000000;0.000000;left;1.140741;6.639676
2250.000000;contemporary02250.png;354.000000;0.000000;1.000000;right;0.974584;6.631212
13100.000000;contemporary13100.png;165.000000;1.000000;1.000000;left;0.994890;6.629747
2300.000000;contemporary02300.png;159.000000;0.000000;0.000000;right;5.944822;6.621497
4200.000000;contemporary04200.png;290.000000;0.000000;0.000000;right;1.500979;6.609977
5450.000000;contemporary05450.png;636.000000;0.000000;1.000000;left;2.538986;6.604896
8950.000000;contemporary08950.png;227.000000;0.000000;0.000000;left;1.838876;6.599486
17900.000000;contemporary17900.png;435.000000;1.000000;0.000000;left;1.352843;6.599318
4150.000000;contemporary04150.png;693.000000;1.000000;0.000000;left;1.060921;6.591314
6450.000000;contemporary06450.png;144.000000;0.000000;1.000000;left;1.029276;6.585638
5100.000000;contemporary05100.png;341.000000;1.000000;1.000000;left;1.475032;6.580702
2250.000000;contemporary02250.png;196.000000;0.000000;1.000000;right;1.895284;6.572585
16800.000000;contemporary16800.png;512.000000;0.000000;0.000000;left;1.103458;6.572336
8300.000000;contemporary08300.png;459.000000;1.000000;0.000000;left;0.625383;6.566547
2550.000000;contemporary02550.png;354.000000;0.000000;0.000000;right;0.605495;6.558552
9000.000000;contemporary09000.png;355.000000;1.000000;0.000000;left;0.735369;6.553546
3150.000000;contemporary03150.png;274.000000;0.000000;0.000000;right;3.701404;6.545360
11400.000000;contemporary11400.png;662.000000;1.000000;0.000000;left;1.275483;6.543041
6000.000000;contemporary06000.png;556.000000;1.000000;1.000000;right;1.669588;6.516768
13650.000000;contemporary13650.png;509.000000;0.000000;0.000000;left;1.157812;6.515778
5300.000000;contemporary05300.png;594.000000;0.000000;0.000000;left;1.151443;6.511013
2350.000000;contemporary02350.png;637.000000;1.000000;1.000000;right;3.959926;6.503469
12600.000000;contemporary12600.png;673.000000;0.000000;1.000000;left;0.867599;6.502007
12050.000000;contemporary12050.png;586.000000;0.000000;1.000000;left;0.471733;6.500195
3000.000000;contemporary03000.png;295.000000;1.000000;1.000000;right;0.615707;6.492645
6450.000000;contemporary06450.png;208.000000;0.000000;0.000000;left;0.538108;6.487231
550.000000;contemporary00550.png;492.000000;1.000000;1.000000;right;1.647728;6.481237
4100.000000;contemporary04100.png;577.000000;1.000000;1.000000;left;1.589936;6.473187
6400.000000;contemporary06400.png;551.000000;0.000000;0.000000;left;0.670199;6.467814
1650.000000;contemporary01650.png;503.000000;1.000000;1.000000;right;2.316172;6.460876
11100.000000;contemporary11100.png;334.000000;0.000000;1.000000;left;0.809935;6.458517
6350.000000;contemporary06350.png;574.000000;1.000000;1.000000;left;2.484135;6.453199
7700.000000;contemporary07700.png;671.000000;1.000000;0.000000;left;1.106292;6.447599
1500.000000;contemporary01500.png;479.000000;1.000000;0.000000;left;5.132230;6.419018
19950.000000;contemporary19950.png;492.000000;0.000000;1.000000;left;0.856145;6.418972
4750.000000;contemporary04750.png;115.000000;0.000000;0.000000;right;1.636445;6.405523
2250.000000;contemporary02250.png;322.000000;1.000000;1.000000;right;0.810698;6.398427
13400.000000;contemporary13400.png;206.000000;1.000000;1.000000;left;0.670560;6.397470
6450.000000;contemporary06450.png;234.000000;1.000000;0.000000;left;0.884541;6.392332
2200.000000;contemporary02200.png;208.000000;1.000000;0.000000;right;0.848911;6.385381
13100.000000;contemporary13100.png;497.000000;0.000000;0.000000;left;0.744723;6.384352
10750.000000;contemporary10750.png;647.000000;0.000000;1.000000;left;0.752667;6.381743
13700.000000;contemporary13700.png;330.000000;1.000000;1.000000;left;1.190892;6.380964
9450.000000;contemporary09450.png;265.000000;1.000000;0.000000;left;0.824686;6.377078
6350.000000;contemporary06350.png;583.000000;0.000000;1.000000;right;2.117004;6.350234
750.000000;contemporary00750.png;152.000000;1.000000;1.000000;right;0.796597;6.344328
19750.000000;contemporary19750.png;664.000000;0.000000;0.000000;left;1.178612;6.344279
12150.000000;contemporary12150.png;421.000000;1.000000;1.000000;left;1.218704;6.342712
17500.000000;contemporary17500.png;182.000000;1.000000;0.000000;left;0.692798;6.342569
2350.000000;contemporary02350.png;164.000000;0.000000;1.000000;left;1.845019;6.322803
18500.000000;contemporary18500.png;346.000000;0.000000;1.000000;left;1.114783;6.322703
18650.000000;contemporary18650.png;693.000000;1.000000;1.000000;left;0.858928;6.322610
3500.000000;contemporary03500.png;246.000000;1.000000;0.000000;right;0.677008;6.315185
12050.000000;contemporary12050.png;347.000000;1.000000;1.000000;left;0.721255;6.313488
13800.000000;contemporary13800.png;431.000000;1.000000;1.000000;left;2.288952;6.312663
7850.000000;contemporary07850.png;532.000000;0.000000;1.000000;left;0.758954;6.307585
3950.000000;contemporary03950.png;308.000000;1.000000;1.000000;right;1.093192;6.299269
6500.000000;contemporary06500.png;230.000000;0.000000;0.000000;left;2.761130;6.294635
2800.000000;contemporary02800.png;570.000000;1.000000;1.000000;right;3.323099;6.288119
250.000000;contemporary00250.png;654.000000;1.000000;1.000000;right;1.547223;6.283061
1100.000000;contemporary01100.png;523.000000;0.000000;1.000000;right;1.003653;6.277352
5600.000000;contemporary05600.png;504.000000;0.000000;0.000000;left;1.479511;6.273257
10650.000000;contemporary10650.png;206.000000;0.000000;1.000000;left;1.695529;6.270727
14200.000000;contemporary14200.png;164.000000;1.000000;0.000000;left;2.797488;6.270141
2500.000000;contemporary02500.png;216.000000;0.000000;1.000000;left;3.484059;6.252227
2500.000000;contemporary02500.png;434.000000;0.000000;1.000000;right;0.606176;6.246059
6450.000000;contemporary06450.png;303.000000;0.000000;0.000000;left;1.697921;6.241525
7800.000000;contemporary07800.png;477.000000;1.000000;0.000000;left;0.871718;6.236691
6400.000000;contemporary06400.png;401.000000;0.000000;0.000000;left;0.499973;6.232222
19950.000000;contemporary19950.png;391.000000;1.000000;1.000000;left;2.868053;6.232186
2300.000000;contemporary02300.png;657.000000;0.000000;1.000000;right;1.000367;6.226082
12900.000000;contemporary12900.png;306.000000;1.000000;1.000000;left;1.654091;6.225110
3150.000000;contemporary03150.png;488.000000;1.000000;1.000000;right;6.854453;6.218794
6400.000000;contemporary06400.png;601.000000;1.000000;0.000000;left;1.452479;6.214260
8850.000000;contemporary08850.png;430.000000;1.000000;0.000000;left;1.336208;6.210282
10550.000000;contemporary10550.png;554.000000;0.000000;0.000000;left;1.020466;6.207926
7350.000000;contemporary07350.png;684.000000;1.000000;0.000000;left;0.566429;6.203168
16000.000000;contemporary16000.png;673.000000;1.000000;0.000000;left;0.858299;6.202961
6300.000000;contemporary06300.png;269.000000;1.000000;0.000000;right;1.916610;6.179274
12800.000000;contemporary12800.png;454.000000;1.000000;1.000000;left;0.980366;6.178284
1200.000000;contemporary01200.png;371.000000;0.000000;0.000000;right;1.910475;6.172859
12900.000000;contemporary12900.png;269.000000;1.000000;1.000000;left;0.850768;6.171932
2400.000000;contemporary02400.png;183.000000;1.000000;1.000000;right;0.866684;6.166187
6400.000000;contemporary06400.png;402.000000;1.000000;0.000000;left;3.113137;6.161893
16950.000000;contemporary16950.png;370.000000;0.000000;1.000000;left;3.786898;6.161761
1100.000000;contemporary01100.png;213.000000;1.000000;1.000000;right;3.244183;6.156575
9700.000000;contemporary09700.png;316.000000;1.000000;1.000000;left;4.620812;6.153581
15300.000000;contemporary15300.png;150.000000;0.000000;1.000000;left;1.432557;6.153300
11350.000000;contemporary11350.png;342.000000;0.000000;0.000000;left;3.124627;6.151656
6350.000000;contemporary06350.png;299.000000;0.000000;0.000000;left;2.438798;6.147407
3750.000000;contemporary03750.png;631.000000;0.000000;0.000000;right;2.854504;6.140660
18300.000000;contemporary18300.png;128.000000;0.000000;0.000000;left;2.538635;6.140600
13450.000000;contemporary13450.png;427.000000;1.000000;1.000000;left;2.225180;6.139957
17350.000000;contemporary17350.png;282.000000;0.000000;0.000000;left;2.006986;6.139860
4900.000000;contemporary04900.png;533.000000;1.000000;1.000000;right;4.006867;6.128528
9600.000000;contemporary09600.png;654.000000;0.000000;1.000000;right;4.335045;6.081573
2350.000000;contemporary02350.png;691.000000;1.000000;1.000000;right;1.285651;6.076350
16000.000000;contemporary16000.png;382.000000;0.000000;1.000000;left;0.905327;6.076086
2400.000000;contemporary02400.png;402.000000;1.000000;1.000000;right;0.645497;6.070965
6600.000000;contemporary06600.png;385.000000;0.000000;0.000000;left;2.295595;6.067198
14750.000000;contemporary14750.png;501.000000;1.000000;0.000000;left;2.189582;6.066759
550.000000;contemporary00550.png;280.000000;1.000000;1.000000;right;0.719756;6.062435
19550.000000;contemporary19550.png;581.000000;0.000000;1.000000;left;1.185668;6.062391
10000.000000;contemporary10000.png;667.000000;1.000000;1.000000;left;1.187489;6.059661
13250.000000;contemporary13250.png;115.000000;1.000000;0.000000;left;0.717676;6.058846
11200.000000;contemporary11200.png;323.000000;1.000000;1.000000;left;0.763735;6.057027
15750.000000;contemporary15750.png;323.000000;1.000000;1.000000;left;0.543504;6.056763
16850.000000;contemporary16850.png;501.000000;1.000000;0.000000;left;1.027506;6.056607
11400.000000;contemporary11400.png;344.000000;0.000000;1.000000;left;0.791622;6.054933
18350.000000;contemporary18350.png;391.000000;1.000000;1.000000;left;1.079882;6.054858
